#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 240  48
# Band-Index    1
   2.15835    -15.079082  0.674  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.675
   2.17349    -15.079983  0.674  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.675
   2.18863    -15.080272  0.674  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.674
   2.18863    -15.080272  0.674  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.674
   2.20315    -15.079985  0.674  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.675
   2.21766    -15.079091  0.674  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.675
   2.23218    -15.077595  0.674  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.675
   2.24670    -15.075506  0.675  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.675
   2.26121    -15.072829  0.675  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.675
   2.27573    -15.069567  0.675  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.676
   2.29025    -15.065732  0.676  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.676
   2.30476    -15.061316  0.676  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.676
   2.31928    -15.056343  0.677  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.677
   2.33380    -15.050818  0.677  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.678
   2.34831    -15.044754  0.678  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.678
   2.36283    -15.038174  0.678  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.679
   2.37735    -15.031076  0.679  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.680
   2.39186    -15.023475  0.680  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.680
   2.40638    -15.015386  0.681  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.681
   2.42090    -15.006831  0.682  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.682
   2.43542    -14.997823  0.683  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.683
   2.44993    -14.988395  0.684  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.684
   2.46445    -14.978552  0.685  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.685
   2.47897    -14.968323  0.686  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.686
   2.49348    -14.957729  0.687  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.688
   2.50800    -14.946798  0.688  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.689
   2.52252    -14.935555  0.689  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.690
   2.53703    -14.924030  0.691  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.691
   2.55155    -14.912250  0.692  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.693
   2.56607    -14.900235  0.693  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.694
   2.58058    -14.888020  0.695  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.695
   2.59510    -14.875639  0.696  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.697
   2.60962    -14.863124  0.698  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.698
   2.62413    -14.850506  0.699  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.700
   2.63865    -14.837815  0.701  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.701
   2.65317    -14.825107  0.702  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.703
   2.66768    -14.812392  0.704  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.704
   2.68220    -14.799721  0.705  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.706
   2.69672    -14.787132  0.707  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.708
   2.71123    -14.774666  0.708  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.709
   2.72575    -14.762347  0.710  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.711
   2.74027    -14.750222  0.712  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.712
   2.75478    -14.738327  0.713  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.714
   2.76930    -14.726701  0.715  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.715
   2.78382    -14.715387  0.716  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.717
   2.79833    -14.704425  0.718  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.718
   2.81285    -14.693852  0.719  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.720
   2.82737    -14.683702  0.720  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.721
   2.84188    -14.674008  0.722  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.722
   2.85640    -14.664812  0.723  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.723
   2.87092    -14.656147  0.724  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.725
   2.88543    -14.648043  0.725  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.726
   2.89995    -14.640531  0.726  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.727
   2.91447    -14.633644  0.727  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.728
   2.92898    -14.627402  0.728  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.729
   2.94350    -14.621835  0.729  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.729
   2.95802    -14.616965  0.730  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.730
   2.97253    -14.612807  0.730  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.731
   2.98705    -14.609372  0.731  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.731
   3.00157    -14.606698  0.731  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.732
   3.01608    -14.604780  0.732  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.732
   3.03060    -14.603626  0.732  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.732
   3.04512    -14.603248  0.732  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.732
 
 
# Band-Index    2
   3.04512    -14.603248  0.732  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.732
   3.03060    -14.603626  0.732  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.732
   3.01608    -14.604780  0.732  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.732
   3.00157    -14.606698  0.731  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.732
   2.98705    -14.609372  0.731  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.731
   2.97253    -14.612807  0.730  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.731
   2.95802    -14.616965  0.730  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.730
   2.94350    -14.621835  0.729  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.729
   2.92898    -14.627402  0.728  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.729
   2.91447    -14.633644  0.727  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.728
   2.89995    -14.640531  0.726  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.727
   2.88543    -14.648043  0.725  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.726
   2.87092    -14.656147  0.724  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.725
   2.85640    -14.664812  0.723  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.723
   2.84188    -14.674008  0.722  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.722
   2.82737    -14.683702  0.720  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.721
   2.81285    -14.693852  0.719  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.720
   2.79833    -14.704425  0.718  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.718
   2.78382    -14.715387  0.716  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.717
   2.76930    -14.726701  0.715  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.715
   2.75478    -14.738327  0.713  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.714
   2.74027    -14.750222  0.712  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.712
   2.72575    -14.762347  0.710  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.711
   2.71123    -14.774666  0.708  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.709
