[Header]
TITLE,20201219-Sample 4.9mg.Dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,4.9,MASS:Sample Mass (mg)
INFO,,MASSERR:Sample Mass Error (mg)
INFO,,MOLWGHT:Formula Weight (g/mole)
INFO,,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
3817588436.26644,,1857,9.95461,9.95461,0.10920681,9.8999999E-6,9.9005535,0.20090904,59.434585,0.0832,24.421073,0.02747,83.855658,0.0832,3.2382437,8.0574535,0.15912725,90.382523,,,1,,,,1.0975369E-5,16.506959,98.020959,6.0031578,0
3817588506.62798,,1857,9.95601,9.95601,0.14560908,9.8999999E-6,9.8975521,0.1973378,59.333359,0.08419,24.409086,0.02746,83.742445,0.08419,5.3485018,7.9913997,0.15917324,90.305021,,,1,,,,1.1055954E-5,16.114907,97.961538,5.9947509,0
3817588686.02289,,1857,9.00682,9.00682,0.12134091,9.8999999E-6,8.9494399,0.1702703,58.867538,0.0845,19.129484,0.01831,77.997021,0.0845,0.80687754,8.5871743,0.1454861,90.681288,,,1,,,,9.6243805E-6,15.982799,80.092475,6.5777901,0
3817588759.41199,,1857,8.9759,8.9759,0.12134091,9.8999999E-6,8.9548571,0.18112038,55.613702,0.3931,19.142448,0.01832,74.75615,0.3931,0.57281121,7.6604388,0.11471032,92.04429,,,1,,,,1.0232992E-5,17.174349,80.189465,6.2104511,0
3817588829.20854,,1857,9.00861,9.00861,0.13347499,9.8999999E-6,8.944737,0.16751369,59.071093,0.08024,19.103938,0.01827,78.175031,0.08024,3.4045766,8.6449991,0.14650089,90.653161,,,1,,,,9.5848928E-6,15.320878,80.008321,6.6040055,0
3817589004.75357,,1857,8.14564,8.14564,0.097072721,9.8999999E-6,8.0956956,0.15656967,57.222745,0.0659,14.933527,0.01581,72.156272,0.0659,1.7394576,8.9570631,0.13118608,90.814932,,,1,,,,8.5763284E-6,17.289998,65.540287,7.0682925,0
3817589081.27022,,1857,8.14497,8.14497,0.060670454,9.8999999E-6,8.0964206,0.16135573,57.428648,0.06933,14.940233,0.01581,72.368881,0.06933,0.52451281,9.0266354,0.13149894,90.846821,,,1,,,,8.5339485E-6,17.914126,65.552027,7.093091,0
3817589158.39819,,1857,8.14562,8.14562,0.15774317,9.8999999E-6,8.0957447,0.16188482,57.43578,0.06704,14.937479,0.01581,72.373259,0.06704,0.60774562,9.0301965,0.1318136,90.826017,,,1,,,,8.5324752E-6,18.053271,65.541083,7.0945641,0
3817589335.3093,,1857,7.36845,7.36845,0.10920681,9.8999999E-6,7.3216236,0.14118004,55.082619,0.05668,11.5499,0.01257,66.632518,0.05668,1.9385175,9.4257491,0.11725152,90.979912,,,1,,,,7.5546065E-6,18.060393,53.606172,7.5232792,0
3817589423.45372,,1857,7.36822,7.36822,0.12134091,9.8999999E-6,7.3230134,0.14649977,55.072408,0.05289,11.554396,0.01258,66.626804,0.05289,8.8491907,9.4502997,0.11817675,90.933955,,,1,,,,7.5369868E-6,18.851498,53.626525,7.5204571,0
3817589512.1233,,1857,7.36834,7.36834,0.13347499,9.8999999E-6,7.3223407,0.14655862,55.225961,0.05163,11.551842,0.01257,66.777803,0.05163,2.147879,9.478169,0.1177597,90.975447,,,1,,,,7.5298694E-6,18.900599,53.616673,7.5421185,0
3817589691.95023,,1857,6.66505,6.66505,0.12134091,9.8999999E-6,6.6225934,0.12928937,51.777179,0.04689,8.8754192,0.008798,60.652598,0.04689,0.48580015,9.7755412,0.10406649,91.076818,,,1,,,,6.6526354E-6,18.956338,43.858743,7.8182634,0
3817589773.88435,,1857,6.66538,6.66538,0.097072721,9.8999999E-6,6.6238763,0.133095,51.686807,0.04487,8.8781808,0.008801,60.564988,0.04487,0.52444316,9.7235367,0.10324977,91.115102,,,1,,,,6.6761518E-6,19.551082,43.875738,7.8031057,0
3817589855.45355,,1857,6.6656,6.6656,0.19414544,9.8999999E-6,6.6230442,0.13260346,51.715061,0.04133,8.8752627,0.008798,60.590324,0.04133,5.1640138,9.7574798,0.10386722,91.085742,,,1,,,,6.6574581E-6,19.447073,43.864715,7.8083521,0
3817590039.19926,,1857,6.02846,6.02846,0.21841362,9.8999999E-6,5.9914365,0.1182725,47.426377,0.0378,6.7900357,0.007288,54.216413,0.0378,1.1550246,9.8861106,0.090998324,91.149161,,,1,,,,5.8956606E-6,19.51496,35.897312,7.9156939,0
3817590130.93702,,1857,6.02833,6.02833,0.08493863,9.8999999E-6,5.9917048,0.12037919,47.561438,0.03522,6.7918539,0.007289,54.353292,0.03522,4.256563,9.9324151,0.091169435,91.156441,,,1,,,,5.8828729E-6,19.772221,35.900527,7.9378806,0
3817590213.21827,,1857,6.02853,6.02853,0.10920681,9.8999999E-6,5.9916471,0.12070159,47.525442,0.03505,6.7917257,0.007289,54.317168,0.03505,8.3869283,9.9194355,0.090961046,91.171059,,,1,,,,5.8858306E-6,19.86483,35.899835,7.9319495,0
3817590397.6343,,1857,5.45329,5.45329,0.19414544,9.8999999E-6,5.4208392,0.10864649,42.496695,0.03864,5.1316338,0.005616,47.628329,0.03864,6.6154632,9.8683943,0.07947687,91.125104,,,1,,,,5.2038456E-6,19.838871,29.385498,7.8395048,0
3817590489.21351,,1857,5.45323,5.45323,0.10920681,9.8999999E-6,5.4203883,0.1097751,42.456099,0.03308,5.1308072,0.005615,47.586907,0.03308,3.7510985,9.8859885,0.078968055,91.208522,,,1,,,,5.1860937E-6,19.736789,29.38061,7.8326675,0
3817590581.55766,,1857,5.45335,5.45335,0.10920681,9.8999999E-6,5.4201692,0.10980559,42.536327,0.03827,5.1303481,0.005615,47.666675,0.03827,1.8041583,9.915717,0.079230803,91.190407,,,1,,,,5.1802136E-6,19.771977,29.378234,7.8477859,0
3817590766.49955,,1857,4.93339,4.93339,0.10920681,9.8999999E-6,4.9041184,0.10036075,37.017115,0.0348,3.8584793,0.004224,40.875595,0.0348,9.2735772,9.6084825,0.068322815,91.152673,,,1,,,,4.5953695E-6,19.831434,24.050377,7.5481692,0
3817590847.02253,,1857,4.93269,4.93269,0.097072721,9.8999999E-6,4.9035316,0.099719519,36.848818,0.0414,3.8584287,0.004224,40.707247,0.0414,12.432554,9.5668758,0.068551029,91.115926,,,1,,,,4.5976289E-6,19.216965,24.044622,7.5147509,0
3817590928.01034,,1857,4.9333,4.9333,0.14560908,9.8999999E-6,4.9031753,0.099272323,36.964284,0.03601,3.8575473,0.004223,40.821832,0.03601,4.3234992,9.5909287,0.068115092,91.173613,,,1,,,,4.5967584E-6,19.133752,24.041128,7.5388461,0
3817591109.53017,,1857,4.46249,4.46249,0.31548634,9.8999999E-6,4.4384286,0.092633096,31.130241,0.03482,2.8907497,0.003828,34.02099,0.03482,3.8160866,9.0653895,0.059104222,91.046523,,,1,,,,4.064042E-6,19.181857,19.699648,7.0137978,0
3817591195.785,,1857,4.46208,4.46208,0.41255906,9.8999999E-6,4.4370128,0.090462458,31.109577,0.03204,2.8887817,0.003826,33.998359,0.03204,2.797142,9.0406882,0.059132742,91.015378,,,1,,,,4.0736355E-6,18.130779,19.687083,7.0113786,0
3817591272.92937,,1857,4.46244,4.46244,0.097072721,9.8999999E-6,4.4369495,0.090359401,31.09708,0.03032,2.8886415,0.003826,33.985722,0.03032,7.7686945,9.0453073,0.059066183,91.034116,,,1,,,,4.0693026E-6,18.081376,19.686521,7.0086622,0
3817591451.8539,,1857,4.0362,4.0362,0.12134091,9.8999999E-6,4.0181963,0.085502182,25.449367,0.03578,2.1530872,0.002768,27.602455,0.03578,15.78445,8.2823209,0.050304176,90.955818,,,1,,,,3.6162685E-6,18.090615,16.145902,6.3335301,0
3817591525.10446,,1857,4.03626,4.03626,0.19414544,9.8999999E-6,4.016199,0.081935295,25.452771,0.03976,2.1503154,0.002763,27.603086,0.03976,4.0066712,8.2823938,0.050717166,90.863477,,,1,,,,3.6195868E-6,16.564642,16.129854,6.3375273,0
3817591598.55515,,1857,4.03567,4.03567,0.12134091,9.8999999E-6,4.0161525,0.082106527,25.468596,0.038,2.1503542,0.002763,27.61895,0.038,10.911847,8.323645,0.050889586,90.873846,,,1,,,,3.6033854E-6,16.564788,16.129481,6.3415411,0
3817591772.39048,,1857,3.65132,3.65132,0.097072721,9.8999999E-6,3.6390908,0.079102077,20.106968,0.0339,1.6038238,0.001976,21.710792,0.0339,5.345589,7.3244394,0.043440622,90.682233,,,1,,,,3.2270911E-6,16.64729,13.242982,5.5252725,0
3817591839.54412,,1857,3.65081,3.65081,0.14560908,9.8999999E-6,3.6363611,0.0744161,20.062453,0.03212,1.6012868,0.001972,21.66374,0.03212,7.3427992,7.3465453,0.043445952,90.716979,,,1,,,,3.2093029E-6,14.648879,13.223122,5.5171784,0
3817591906.44189,,1857,3.65138,3.65138,0.15774317,9.8999999E-6,3.63644,0.074643017,20.036928,0.03527,1.6014087,0.001972,21.638336,0.03527,18.314674,7.3303653,0.043606437,90.669432,,,1,,,,3.2140464E-6,14.693091,13.223696,5.5100393,0
3817592070.93357,,1857,3.30226,3.30226,0.13347499,9.8999999E-6,3.2961143,0.072846005,15.379977,0.03165,1.1915426,0.001412,16.57152,0.03165,26.683677,6.3087189,0.037483441,90.401068,,,1,,,,2.8685802E-6,14.660731,10.86437,4.6660933,0
3817592131.3017,,1857,3.30224,3.30224,0.16987726,9.8999999E-6,3.2932655,0.067714682,15.31735,0.03216,1.1893631,0.00141,16.506713,0.03216,1.4145925,6.3084151,0.03767764,90.367171,,,1,,,,2.8583713E-6,12.617438,10.845597,4.6511129,0
3817592191.92333,,1857,3.30266,3.30266,0.12134091,9.8999999E-6,3.2933042,0.067683743,15.342496,0.03258,1.189403,0.00141,16.531899,0.03258,11.034192,6.3119751,0.037585291,90.383994,,,1,,,,2.8607013E-6,12.61683,10.845852,4.6586938,0
3817592350.81186,,1857,2.98805,2.98805,0.20627953,9.8999999E-6,2.9862019,0.067392893,11.335405,0.02666,0.89296613,0.00123,12.228371,0.02666,11.797699,5.1974694,0.032462825,90.02436,,,1,,,,2.5783226E-6,12.62395,8.9174015,3.7959273,0
3817592404.39659,,1857,2.98733,2.98733,0.18201135,9.8999999E-6,2.9825669,0.061186249,11.318229,0.02732,0.89064519,0.001228,12.208874,0.02732,22.070641,5.2693626,0.03317642,89.926159,,,1,,,,2.5415715E-6,10.394939,8.8957055,3.7947947,0
3817592459.36982,,1857,2.98757,2.98757,0.18201135,9.8999999E-6,2.9828688,0.06173661,11.32809,0.02699,0.89097699,0.001228,12.219067,0.02699,20.893619,5.2806076,0.033179111,89.943912,,,1,,,,2.5378498E-6,10.538725,8.8975065,3.7977164,0
3817592611.62167,,1857,2.7024,2.7024,0.14560908,9.8999999E-6,2.7073294,0.062549671,8.1201419,0.02323,0.6736017,0.0009125,8.7937436,0.02323,11.481716,4.2139002,0.028652233,89.581876,,,1,,,,2.2953384E-6,10.561215,7.3296323,2.999318,0
3817592660.88442,,1857,2.70186,2.70186,0.13347499,9.8999999E-6,2.7034083,0.055670857,8.1055411,0.02324,0.67156875,0.0009093,8.7771098,0.02324,56.893747,4.2457465,0.029339336,89.382898,,,1,,,,2.2782944E-6,8.4278004,7.3084164,2.9982674,0
3817592708.98884,,1857,2.70213,2.70213,0.20627953,9.8999999E-6,2.703685,0.05573371,8.122278,0.02356,0.67175239,0.0009096,8.7940304,0.02356,11.022092,4.2362632,0.029101485,89.433392,,,1,,,,2.2867171E-6,8.491493,7.3099124,3.004151,0
3817592855.18999,,1857,2.44477,2.44477,0.16987726,9.8999999E-6,2.4555283,0.05759893,5.6592144,0.01601,0.51349384,0.0007104,6.1727083,0.01601,12.772357,3.3226604,0.025386304,89.129465,,,1,,,,2.0498297E-6,8.4725265,6.0296191,2.3046831,0
3817592897.66245,,1857,2.44429,2.44429,0.20627953,9.8999999E-6,2.4516447,0.050771441,5.645257,0.01841,0.51205,0.0007089,6.157307,0.01841,7.9554199,3.3642929,0.02606883,88.956203,,,1,,,,2.0228397E-6,6.6453207,6.0105619,2.3026407,0
3817592939.76754,,1857,2.44455,2.44455,0.16987726,9.8999999E-6,2.4519996,0.051145308,5.6333924,0.01827,0.512263,0.0007092,6.1456554,0.01827,3.263466,3.3423271,0.02619197,88.845117,,,1,,,,2.0344109E-6,6.7285858,6.0123022,2.2974687,0
3817593076.89076,,1857,2.21105,2.21105,0.20627953,9.8999999E-6,2.2277982,0.052752788,3.8976353,0.01279,0.39475217,0.0006076,4.2923875,0.01279,4.2495245,2.5968164,0.023375081,88.261842,,,1,,,,1.8360275E-6,6.6846542,4.9630848,1.7495459,0
3817593115.90863,,1857,2.21102,2.21102,0.20627953,9.8999999E-6,2.224061,0.046323313,3.8670532,0.01438,0.39326037,0.0006063,4.2603135,0.01438,3.9616261,2.618222,0.024018286,88.059464,,,1,,,,1.8108389E-6,5.1936328,4.9464473,1.7387352,0
3817593154.39146,,1857,2.21108,2.21108,0.20627953,9.8999999E-6,2.2242915,0.046445545,3.8702086,0.01331,0.39334374,0.0006064,4.2635523,0.01331,33.730697,2.5983091,0.023428846,88.277966,,,1,,,,1.8222492E-6,5.2364441,4.9474725,1.7399737,0
3817593287.3728,,1857,1.99992,1.99992,0.20627953,9.8999999E-6,2.0219177,0.047333105,2.6854127,0.0088,0.30899612,0.0005195,2.9944089,0.0088,10.120675,2.0187218,0.021281479,87.588275,,,1,,,,1.6543827E-6,5.1966181,4.0881511,1.3281514,0
3817593322.31689,,1857,1.99996,1.99996,0.20627953,9.8999999E-6,2.0189353,0.04166361,2.655575,0.009239,0.30815405,0.0005184,2.9637291,0.009239,3.6993601,2.0111015,0.021477905,87.506501,,,1,,,,1.644645E-6,4.0374437,4.0760997,1.3153344,0
3817593357.46471,,1857,2.00023,2.00023,0.20627953,9.8999999E-6,2.0189166,0.041685951,2.6651912,0.00956,0.30817647,0.0005184,2.9733677,0.00956,30.067075,2.0383566,0.021752686,87.475956,,,1,,,,1.6285284E-6,4.0222029,4.0760241,1.3201096,0
3817595773.62202,Error: Warning: Current field is 40000.367 Oe;
3817595773.65872,Error: but addenda was obtained at -0.04853636 Oe.
3817596223.37785,,1857,99.9997,99.9997,40000.172,9.8999999E-6,100.48904,1.961014,1439.5786,2.56,2144.2181,1.416,3583.7967,2.56,0.22570728,44.203474,1.7013136,85.514786,,,1,,,,8.3382253E-5,87.058851,10098.047,14.325727,0
3817596558.10104,,1857,100.002,100.002,40000.039,9.8999999E-6,100.50001,1.9650004,1439.8935,2.116,2144.4854,1.416,3584.379,2.116,0.95354136,44.331541,1.7136189,85.458149,,,1,,,,8.3166095E-5,88.406948,10100.252,14.327298,0
3817596893.42633,,1857,100.001,100.001,39999.93,9.8999999E-6,100.50907,1.9678578,1440.5272,2.044,2144.8725,1.417,3585.3996,2.044,1.1862411,44.358008,1.714398,85.460469,,,1,,,,8.3140413E-5,88.663082,10102.072,14.332311,0
3817598111.76816,,1857,90.4561,90.4561,39999.664,9.8999999E-6,91.148286,1.9235257,1279.1856,3.409,1782.8611,1.209,3062.0467,3.409,0.094770875,40.041032,1.4166689,86.680195,,,1,,,,7.8600936E-5,88.716016,8308.0101,14.034116,0
3817598416.22532,,1857,90.456,90.456,39999.871,9.8999999E-6,91.00766,1.7608611,1285.7182,2.584,1777.9734,1.206,3063.6916,2.584,0.13956974,40.617695,1.4875926,86.260887,,,1,,,,7.7626189E-5,80.082064,8282.3941,14.127583,0
3817598725.51708,,1857,90.4556,90.4556,39999.871,9.8999999E-6,90.995934,1.7775763,1287.4663,2.129,1777.5687,1.206,3065.035,2.129,0.33275288,40.832292,1.5044559,86.186993,,,1,,,,7.727033E-5,81.23539,8280.2601,14.148614,0
3817599871.02476,,1857,81.8225,81.8225,39999.883,9.8999999E-6,82.467694,1.7440571,1137.8648,3.058,1478.5953,1.022,2616.4601,3.058,0.10228555,36.790205,1.265313,87.093262,,,1,,,,7.3184796E-5,81.664584,6800.9205,13.797704,0
3817600152.49946,,1857,81.8228,81.8228,39999.895,9.8999999E-6,82.333045,1.5950654,1142.6216,2.462,1474.3274,1.02,2616.949,2.462,0.14576455,37.298932,1.3309426,86.65186,,,1,,,,7.2300577E-5,73.58041,6778.7302,13.878044,0
3817600437.88318,,1857,81.8229,81.8229,39999.711,9.8999999E-6,82.311771,1.609265,1144.5664,2.062,1473.6222,1.019,2618.1886,2.062,0.25569799,37.507047,1.3462293,86.581107,,,1,,,,7.1952255E-5,74.597864,6775.2277,13.905258,0
3817601482.5309,,1857,74.0133,74.0133,40000.355,9.8999999E-6,74.594707,1.5881004,999.02357,2.784,1223.4892,0.8688,2222.5127,2.784,0.10778295,33.600461,1.1257995,87.438001,,,1,,,,6.8134026E-5,75.014094,5564.3704,13.392687,0
3817601743.45069,,1857,74.013,74.013,40000.414,9.8999999E-6,74.463011,1.4497037,1003.8945,2.175,1219.7249,0.8664,2223.6194,2.175,0.1654772,34.100054,1.1894819,86.962033,,,1,,,,6.7275763E-5,67.200922,5544.74,13.481788,0
3817602006.38966,,1857,74.0131,74.0131,40000.051,9.8999999E-6,74.446689,1.4644933,1004.4124,1.843,1219.2366,0.8661,2223.649,1.843,0.34675846,34.3104,1.203389,86.895908,,,1,,,,6.6878716E-5,68.200107,5542.3095,13.4917,0
3817602989.2273,,1857,66.9493,66.9493,39999.992,9.8999999E-6,67.457587,1.4462178,870.75604,2.219,1015.8599,0.7378,1886.6159,2.219,0.14254193,30.676441,1.0115846,87.636822,,,1,,,,6.3413733E-5,68.6208,4550.5261,12.9082,0
3817603227.44973,,1857,66.9493,66.9493,40000.004,9.8999999E-6,67.343209,1.320609,874.3457,1.838,1012.8729,0.7362,1887.2186,1.838,0.27290341,31.077321,1.0601402,87.239847,,,1,,,,6.2702681E-5,61.352883,4535.1078,12.983428,0
3817603468.49433,,1857,66.9496,66.9496,40000.016,9.8999999E-6,67.326893,1.3315244,875.99933,1.626,1012.4855,0.736,1888.4848,1.626,0.41849316,31.246654,1.0698671,87.195851,,,1,,,,6.2417599E-5,62.154642,4532.9105,13.011135,0
3817604358.79005,,1857,60.56,60.56,40000.184,9.8999999E-6,61.0068,1.3202982,747.54454,1.94,844.23749,0.6574,1591.782,1.94,0.15153495,27.809016,0.90152375,87.834018,,,1,,,,5.9048879E-5,62.493309,3721.8296,12.253463,0
3817604577.75349,,1857,60.5598,60.5598,40000.004,9.8999999E-6,60.899354,1.202557,750.78609,1.609,841.73658,0.6562,1592.5227,1.609,0.28571041,28.170091,0.9445054,87.443348,,,1,,,,5.8401418E-5,55.618033,3708.7313,12.32831,0
3817604798.81275,,1857,60.5597,60.5597,40000.086,9.8999999E-6,60.888281,1.2138081,751.30177,1.404,841.4468,0.656,1592.7486,1.404,0.63842042,28.311586,0.9516617,87.413338,,,1,,,,5.812508E-5,56.340182,3707.3828,12.339021,0
3817605583.27096,,1857,54.7808,54.7808,40000.051,9.8999999E-6,55.174665,1.1981274,636.00832,1.745,706.16181,0.58,1342.1701,1.745,0.15286196,25.068004,0.80310708,87.966737,,,1,,,,5.5241997E-5,56.623173,3044.2436,11.52718,0
3817605783.3658,,1857,54.7803,54.7803,39999.992,9.8999999E-6,55.073058,1.0923779,639.01671,1.42,704.00901,0.5786,1343.0257,1.42,0.35662672,25.427707,0.84195607,87.586741,,,1,,,,5.4572096E-5,50.136008,3033.0417,11.603073,0
3817605986.4095,,1857,54.7791,54.7791,39999.992,9.8999999E-6,55.058466,1.1029328,639.52873,1.21,703.66459,0.5784,1343.1933,1.21,0.73570811,25.559087,0.8480859,87.561958,,,1,,,,5.4304844E-5,50.855414,3031.4347,11.615448,0
3817606700.05873,,1857,49.5512,49.5512,39999.59,9.8999999E-6,49.887626,1.0909496,535.45798,1.624,590.95125,0.5068,1126.4092,1.624,0.24448937,22.607506,0.72134208,88.011656,,,1,,,,5.1410409E-5,51.118174,2488.7752,10.733283,0
3817606882.34162,,1857,49.5521,49.5521,39999.844,9.8999999E-6,49.799682,0.99646417,537.73493,1.388,589.27805,0.5058,1127.013,1.388,0.56432454,22.88986,0.75130977,87.687202,,,1,,,,5.0865515E-5,45.215013,2480.0084,10.797959,0
3817607067.94447,,1857,49.5514,49.5514,40000.316,9.8999999E-6,49.78611,1.0056517,538.33655,1.145,588.97629,0.5056,1127.3128,1.145,1.0520948,23.008818,0.75407256,87.704277,,,1,,,,5.0616111E-5,45.77972,2478.6568,10.812987,0
3817607713.38303,,1857,44.8221,44.8221,40000.223,9.8999999E-6,45.106725,0.9929801,445.62033,1.283,496.429,0.4483,942.04932,1.283,0.25040522,20.294727,0.6468633,88.024932,,,1,,,,4.7879473E-5,46.017635,2034.6166,9.8792437,0
3817607878.59724,,1857,44.8228,44.8228,40000.207,9.8999999E-6,45.027824,0.90635062,448.04673,1.127,495.03715,0.4471,943.08387,1.127,0.60463904,20.533744,0.66835495,87.785411,,,1,,,,4.7421048E-5,40.589454,2027.5049,9.9504415,0
3817608045.48754,,1857,44.8225,44.8225,40000.207,9.8999999E-6,45.015743,0.91327746,448.73895,1.099,494.83563,0.4469,943.57459,1.099,0.6926115,20.624614,0.67323641,87.752169,,,1,,,,4.7244507E-5,41.067487,2026.4172,9.9684892,0
3817608606.3831,,1857,40.5448,40.5448,40000.234,9.8999999E-6,40.788686,0.90375825,367.86908,1.159,417.68403,0.3745,785.5531,1.159,0.26521259,18.164936,0.58300479,87.948002,,,1,,,,4.4589656E-5,41.249227,1663.7169,9.0188998,0
3817608757.02898,,1857,40.5436,40.5436,40000.223,9.8999999E-6,40.714187,0.82296879,369.50682,0.9295,416.43353,0.3737,785.94035,0.9295,0.69099434,18.382121,0.59713709,87.810581,,,1,,,,4.4113075E-5,36.329872,1657.645,9.0756282,0
3817608910.18683,,1857,40.5444,40.5444,40000.207,9.8999999E-6,40.702096,0.82905994,369.77184,0.881,416.25195,0.3736,786.02378,0.881,0.92922969,18.502449,0.61350272,87.573867,,,1,,,,4.3863466E-5,36.764241,1656.6606,9.0848353,0
3817609414.4389,,1857,36.6749,36.6749,40000.223,9.8999999E-6,36.88042,0.8239232,301.48967,0.8902,351.55657,0.3437,653.04624,0.8902,0.21065372,16.228438,0.51447189,88.084446,,,1,,,,4.1440229E-5,37.004897,1360.1654,8.1747896,0
3817609552.40322,,1857,36.6749,36.6749,40000.246,9.8999999E-6,36.811432,0.74557463,302.37095,0.7673,350.48798,0.3428,652.85893,0.7673,0.71420056,16.411642,0.53565928,87.755779,,,1,,,,4.1012287E-5,32.456876,1355.0815,8.2140502,0
3817609689.79076,,1857,36.6753,36.6753,40000.234,9.8999999E-6,36.800429,0.74999454,303.3414,0.7069,350.3332,0.3427,653.6746,0.7069,1.3432979,16.543588,0.54924838,87.55933,,,1,,,,4.0764105E-5,32.823283,1354.2715,8.2428767,0
3817610146.47214,,1857,33.1736,33.1736,40000.172,9.8999999E-6,33.343192,0.74470007,245.32223,0.7009,295.20834,0.2762,540.53057,0.7009,0.28429492,14.517184,0.4679657,87.889144,,,1,,,,3.8326959E-5,33.087176,1111.7685,7.3574908,0
3817610270.97592,,1857,33.1743,33.1743,40000.195,9.8999999E-6,33.283026,0.6753663,246.65475,0.6126,294.35003,0.2753,541.00477,0.6126,0.86368012,14.713465,0.48909441,87.539326,,,1,,,,3.789589E-5,29.034369,1107.7598,7.4108269,0
3817610396.64622,,1857,33.1747,33.1747,40000.172,9.8999999E-6,33.275318,0.6818551,246.65608,0.5665,294.25105,0.2752,540.90713,0.5665,2.2471443,14.783197,0.49648676,87.419477,,,1,,,,3.7723515E-5,29.42693,1107.2468,7.4125838,0
3817610803.08015,,1857,30.0083,30.0083,40000.074,9.8999999E-6,30.147593,0.66748615,199.0437,0.5835,246.96602,0.2404,446.00972,0.5835,0.31934965,12.944132,0.41288527,87.994489,,,1,,,,3.5424542E-5,29.566394,908.87737,6.6023083,0
3817610916.22028,,1857,30.0087,30.0087,40000.039,9.8999999E-6,30.096229,0.61166788,199.84264,0.4862,246.26857,0.2399,446.11122,0.4862,1.5915616,13.13621,0.43864432,87.474819,,,1,,,,3.4970976E-5,25.888263,905.78298,6.6401225,0
3817611031.51657,,1857,30.008,30.008,40000.113,9.8999999E-6,30.089378,0.61749407,200.11997,0.4505,246.18558,0.2398,446.30555,0.4505,2.1330143,13.207583,0.44283895,87.427766,,,1,,,,3.4803544E-5,26.27242,905.37069,6.650851,0
3817611397.90317,,1857,27.1436,27.1436,40000.102,9.8999999E-6,27.257912,0.60153449,161.79232,0.4857,205.94565,0.1959,367.73798,0.4857,0.27395024,11.635294,0.37774308,87.780191,,,1,,,,3.2486451E-5,26.415167,742.99376,5.9356096,0
3817611491.0155,,1857,27.1444,27.1444,40000.113,9.8999999E-6,27.215988,0.55405895,162.44014,0.4256,205.42832,0.1952,367.86846,0.4256,0.63545977,11.779993,0.39793988,87.3251,,,1,,,,3.214388E-5,23.270589,740.71002,5.9685557,0
3817611585.22509,,1857,27.1442,27.1442,40000.102,9.8999999E-6,27.21049,0.55821616,162.63705,0.3703,205.32019,0.195,367.95723,0.3703,1.4521883,11.796565,0.39703439,87.369438,,,1,,,,3.2104454E-5,23.559986,740.41077,5.9769981,0
3817611914.60847,,1857,24.5537,24.5537,40000.148,9.8999999E-6,24.64626,0.53797406,132.40053,0.364,170.92507,0.154,303.3256,0.364,0.3588255,10.450321,0.33865935,87.790663,,,1,,,,2.9821073E-5,23.593131,607.43811,5.3720335,0
3817612000.58508,,1857,24.5535,24.5535,40000.113,9.8999999E-6,24.610469,0.49844355,132.94836,0.3334,170.52654,0.1536,303.4749,0.3334,0.91174752,10.579768,0.35516454,87.389073,,,1,,,,2.9507305E-5,20.900642,605.67521,5.402106,0
3817612086.36139,,1857,24.5541,24.5541,40000.125,9.8999999E-6,24.604799,0.50189529,133.22358,0.3051,170.46442,0.1536,303.688,0.3051,1.8690323,10.637916,0.36118562,87.257629,,,1,,,,2.9379023E-5,21.159536,605.39615,5.4145365,0
3817612370.90098,,1857,22.2096,22.2096,39999.625,9.8999999E-6,22.288631,0.48053875,109.8868,0.3619,141.27107,0.1364,251.15787,0.3619,0.27746921,9.4350189,0.30440525,87.843926,,,1,,,,2.734908E-5,21.275832,496.78307,4.9301726,0
3817612450.19021,,1857,22.21,22.21,39999.625,9.8999999E-6,22.254301,0.44622448,110.46836,0.3008,140.88472,0.136,251.35308,0.3008,0.85725305,9.5834713,0.32200075,87.382795,,,1,,,,2.6985449E-5,18.870038,495.25393,4.9639105,0
3817612529.60687,,1857,22.2102,22.2102,39999.664,9.8999999E-6,22.249422,0.45067426,110.51749,0.2812,140.83609,0.136,251.35358,0.2812,1.464464,9.6307783,0.32746036,87.243446,,,1,,,,2.6863507E-5,19.166943,495.03678,4.9672072,0
