[Header]
TITLE,20201219-Sample 4.9mg.Dat
BYAPP,HeatCapacity,3.9.6,1.7
INFO,4.9,MASS:Sample Mass (mg)
INFO,,MASSERR:Sample Mass Error (mg)
INFO,,MOLWGHT:Formula Weight (g/mole)
INFO,,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.9.6 Build 3,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
3817612785.94162,,1857,20.09,20.09,40000.402,9.8999999E-6,20.157613,0.42952758,92.904176,0.292,115.70365,0.1046,208.60782,0.292,0.23899265,8.6537085,0.27909122,87.868486,,,1,,,,2.4788935E-5,19.261557,406.32937,4.6088877,0
3817612861.23328,,1857,20.09,20.09,40000.402,9.8999999E-6,20.128416,0.40318772,93.269292,0.231,115.37335,0.1042,208.64264,0.231,1.1029676,8.7708299,0.29148282,87.528429,,,1,,,,2.4489577E-5,17.307417,405.15311,4.6337125,0
3817612938.00324,,1857,20.0902,20.0902,40000.414,9.8999999E-6,20.123428,0.40667106,93.342345,0.2166,115.32291,0.1042,208.66526,0.2166,1.754044,8.8082575,0.29221978,87.549121,,,1,,,,2.4387735E-5,17.54166,404.95236,4.6384912,0
3817613163.62528,,1857,18.1727,18.1727,40000.379,9.8999999E-6,18.234799,0.38286254,80.680785,0.2456,94.393248,0.08671,175.07403,0.2456,0.21285791,8.0399489,0.25384759,88.129165,,,1,,,,2.2419357E-5,17.616515,332.50789,4.4245503,0
3817613234.93678,,1857,18.1729,18.1729,40000.402,9.8999999E-6,18.211231,0.36337972,81.162494,0.1962,94.189002,0.0866,175.3515,0.1962,1.1522293,8.1818871,0.26996344,87.630689,,,1,,,,2.2102592E-5,16.079898,331.64893,4.4567275,0
3817613307.1188,,1857,18.1729,18.1729,40000.305,9.8999999E-6,18.208069,0.3675567,81.202613,0.1815,94.132524,0.08657,175.33514,0.1815,2.5792224,8.2102652,0.26894899,87.714126,,,1,,,,2.2019607E-5,16.363774,331.53377,4.4597049,0
3817613516.97128,,1857,16.4384,16.4384,40000.223,9.8999999E-6,16.495173,0.34173075,72.315824,0.1988,76.708687,0.07572,149.02451,0.1988,0.28253263,7.6218544,0.23531104,88.367166,,,1,,,,2.0178309E-5,16.42053,272.09073,4.3840597,0
3817613586.46547,,1857,16.4383,16.4383,40000.234,9.8999999E-6,16.476318,0.32820131,72.71058,0.1696,76.542385,0.07555,149.25296,0.1696,1.0496485,7.7525274,0.24698452,88.01389,,,1,,,,1.9895589E-5,15.243709,271.46904,4.4130358,0
3817613655.57666,,1857,16.4385,16.4385,40000.246,9.8999999E-6,16.47366,0.33170781,72.791984,0.1513,76.522396,0.07553,149.31438,0.1513,3.1454164,7.7838356,0.24895118,87.969068,,,1,,,,1.9827446E-5,15.505055,271.38149,4.4186891,0
3817613844.21291,,1857,14.8692,14.8692,39999.844,9.8999999E-6,14.92084,0.30427154,66.827156,0.1875,61.916578,0.05644,128.74373,0.1875,0.21123156,7.3660559,0.21967962,88.642278,,,1,,,,1.810059E-5,15.567671,222.63147,4.4787796,0
3817613911.24164,,1857,14.8696,14.8696,39999.844,9.8999999E-6,14.905291,0.29617361,67.188127,0.1377,61.796622,0.05629,128.98475,0.1377,1.5233733,7.4916847,0.2268206,88.469127,,,1,,,,1.7845671E-5,14.732112,222.1677,4.5076696,0
3817613978.75629,,1857,14.8695,14.8695,39999.82,9.8999999E-6,14.902766,0.299418,67.240703,0.1353,61.77974,0.05627,129.02044,0.1353,2.4502957,7.5287861,0.23028831,88.354744,,,1,,,,1.7770527E-5,14.983369,222.09244,4.5119612,0
3817614157.06051,,1857,13.4503,13.4503,40000.234,9.8999999E-6,13.494485,0.27054324,63.596149,0.1663,49.706645,0.04535,113.30279,0.1663,0.22766513,7.2980966,0.2056,88.985115,,,1,,,,1.61487E-5,15.057572,182.10113,4.712751,0
3817614225.35955,,1857,13.4502,13.4502,40000.234,9.8999999E-6,13.483351,0.26783979,63.866621,0.1239,49.618476,0.0453,113.4851,0.1239,1.17298,7.4240953,0.21212154,88.821354,,,1,,,,1.5914039E-5,14.596193,181.80076,4.7367023,0
3817614293.35775,,1857,13.4504,13.4504,40000.223,9.8999999E-6,13.480911,0.27009338,63.935164,0.1167,49.602223,0.04529,113.53739,0.1167,3.0406433,7.4566735,0.21385773,88.777548,,,1,,,,1.585542E-5,14.848191,181.73495,4.7426443,0
3817614471.3025,,1857,12.1664,12.1664,40000.195,9.8999999E-6,12.203306,0.24139155,61.692889,0.139,39.688178,0.0386,101.38107,0.139,0.31905502,7.4197784,0.19374307,89.29845,,,1,,,,1.4286997E-5,14.913347,148.92067,5.0554243,0
3817614538.12301,,1857,12.1667,12.1667,40000.184,9.8999999E-6,12.197396,0.24281873,61.924816,0.1141,39.649483,0.03856,101.5743,0.1141,1.9821665,7.5252366,0.19743645,89.233969,,,1,,,,1.4120175E-5,14.839557,148.77648,5.0768881,0
3817614606.83951,,1857,12.1664,12.1664,40000.137,9.8999999E-6,12.195833,0.24466217,61.93984,0.1111,39.640007,0.03855,101.57985,0.1111,2.8739389,7.5345266,0.19761496,89.235992,,,1,,,,1.4103632E-5,15.050473,148.73835,5.0787707,0
3817614785.31594,,1857,11.0056,11.0056,40000.207,9.8999999E-6,11.03763,0.21566254,60.531351,0.1205,31.582293,0.02901,92.113644,0.1205,0.43820629,7.66436,0.18090738,89.62343,,,1,,,,1.2634616E-5,15.069053,121.82928,5.4840895,0
3817614854.40249,,1857,11.0055,11.0055,40000.184,9.8999999E-6,11.034873,0.22009159,60.617116,0.0984,31.557396,0.02899,92.174513,0.0984,1.4641843,7.7421095,0.18287981,89.606984,,,1,,,,1.2518018E-5,15.32872,121.76842,5.493232,0
3817614924.32929,,1857,11.0054,11.0054,40000.172,9.8999999E-6,11.033434,0.2214144,60.655316,0.09913,31.549572,0.02899,92.204887,0.09913,2.7935885,7.7653149,0.18387308,89.578389,,,1,,,,1.2487007E-5,15.484219,121.73666,5.4974106,0
3817615182.40033,,1857,9.95694,9.95694,40000.172,9.8999999E-6,9.9077023,0.19331368,59.811687,0.1865,24.472275,0.02752,84.283962,0.1865,0.072193256,8.2596476,0.17434597,89.691634,,,1,,,,1.0808425E-5,15.53063,98.162565,6.0368877,0
3817615254.43231,,1857,9.95531,9.95531,40000.113,9.8999999E-6,9.9123467,0.20139654,59.33142,0.09227,24.492404,0.02754,83.823824,0.09227,1.9606019,8.08054,0.16680369,89.965078,,,1,,,,1.0966173E-5,16.519295,98.254616,5.9856079,0
3817615325.45342,,1857,9.95311,9.95311,40000.148,9.8999999E-6,9.9096083,0.19845279,59.398366,0.1019,24.483663,0.02754,83.882029,0.1019,1.8828297,8.088004,0.16663944,89.977237,,,1,,,,1.096335E-5,16.16108,98.200337,5.9940176,0
3817615504.04465,,1857,9.00868,9.00868,40000.039,9.8999999E-6,8.9569536,0.17237809,58.383227,0.09968,19.171113,0.01836,77.55434,0.09968,0.52062812,8.6009966,0.15356564,90.225925,,,1,,,,9.5811679E-6,16.176008,80.227017,6.5182014,0
3817615586.35515,,1857,9.00751,9.00751,40000.137,9.8999999E-6,8.9590074,0.18130875,58.325151,0.08535,19.180258,0.01838,77.505409,0.08535,1.4347825,8.5977782,0.15336787,90.243366,,,1,,,,9.5771701E-6,17.201993,80.263814,6.5102247,0
3817615659.59169,,1857,9.00574,9.00574,40000.074,9.8999999E-6,8.9612535,0.18076096,58.099126,0.0842,19.190122,0.01839,77.289248,0.0842,7.0478729,8.4912815,0.15177624,90.247723,,,1,,,,9.6687436E-6,17.195556,80.304064,6.4833705,0
3817615832.95229,,1857,8.14561,8.14561,40000.074,9.8999999E-6,8.1017001,0.15618361,56.205158,0.07987,14.966309,0.01583,71.171468,0.07987,0.5379968,8.8845377,0.13722511,90.422361,,,1,,,,8.5487486E-6,16.982563,65.637544,6.9374524,0
3817615909.8462,,1857,8.14541,8.14541,40000.113,9.8999999E-6,8.1036415,0.16242358,56.107688,0.06644,14.973306,0.01583,71.080993,0.06644,2.9970072,8.8867245,0.13703607,90.452239,,,1,,,,8.5334142E-6,17.769075,65.669006,6.9237623,0
3817615985.99779,,1857,8.14582,8.14582,40000.125,9.8999999E-6,8.1026436,0.16232992,56.092855,0.07159,14.968548,0.01583,71.061403,0.07159,1.1785286,8.8787166,0.13681636,90.458862,,,1,,,,8.5383517E-6,17.773449,65.652834,6.9227844,0
3817616164.35864,,1857,7.36868,7.36868,40000.063,9.8999999E-6,7.326916,0.14232376,53.248511,0.06115,11.570894,0.0126,64.819405,0.06115,0.99029007,9.2100881,0.12170128,90.636906,,,1,,,,7.5355488E-6,17.757433,53.683699,7.2675203,0
3817616242.65708,,1857,7.36798,7.36798,40000.051,9.8999999E-6,7.3283981,0.14714051,53.104125,0.05858,11.575035,0.0126,64.67916,0.05858,1.7420295,9.194522,0.12146019,90.660455,,,1,,,,7.530046E-6,18.420176,53.705419,7.2463483,0
3817616321.04676,,1857,7.36817,7.36817,40000.027,9.8999999E-6,7.3275414,0.14698265,53.202469,0.0571,11.571695,0.0126,64.774164,0.0571,2.4754562,9.2247539,0.12171994,90.657274,,,1,,,,7.5169491E-6,18.389044,53.692863,7.2606167,0
3817616500.3666,,1857,6.66496,6.66496,40000.074,9.8999999E-6,6.6271727,0.13047548,49.251007,0.04793,8.8899824,0.008813,58.140989,0.04793,3.7496727,9.3708757,0.10708474,90.764564,,,1,,,,6.6630744E-6,18.449508,43.919418,7.431677,0
3817616579.19823,,1857,6.66495,6.66495,40000.027,9.8999999E-6,6.6276124,0.13270082,49.278691,0.04597,8.8924353,0.008816,58.171126,0.04597,1.6767061,9.3598377,0.10716402,90.743805,,,1,,,,6.6755802E-6,18.741751,43.925246,7.435361,0
3817616657.81661,,1857,6.66453,6.66453,40000.074,9.8999999E-6,6.6269865,0.13307935,49.228158,0.05141,8.8905455,0.008814,58.118703,0.05141,0.52497196,9.3918899,0.10712371,90.786582,,,1,,,,6.6443311E-6,18.719675,43.91695,7.4284379,0
3817616838.28201,,1857,6.02882,6.02882,40000.051,9.8999999E-6,5.9954127,0.11914051,44.649436,0.04375,6.8030195,0.007297,51.452456,0.04375,9.5350373,9.3904842,0.094281557,90.780432,,,1,,,,5.9028349E-6,18.78378,35.944974,7.4472665,0
3817616917.42326,,1857,6.02887,6.02887,40000.086,9.8999999E-6,5.9952495,0.12044442,44.5877,0.04847,6.8029259,0.007297,51.390626,0.04847,0.30395244,9.384672,0.093656666,90.849538,,,1,,,,5.8957173E-6,18.780968,35.943016,7.4371717,0
3817616996.66229,,1857,6.02874,6.02874,40000.086,9.8999999E-6,5.994998,0.12064122,44.511164,0.04241,6.8022104,0.007296,51.313374,0.04241,1.0439536,9.3769339,0.094064505,90.81134,,,1,,,,5.8934858E-6,18.769344,35.940001,7.424717,0
3817617176.36611,,1857,5.45313,5.45313,40000.074,9.8999999E-6,5.4254075,0.10951664,39.128566,0.0419,5.1434988,0.005631,44.272065,0.0419,6.5463269,9.1377434,0.081448653,90.808362,,,1,,,,5.231767E-6,18.753868,29.435046,7.2120972,0
3817617253.25032,,1857,5.45336,5.45336,40000.074,9.8999999E-6,5.4246405,0.1091164,39.218688,0.04175,5.1436095,0.005631,44.362297,0.04175,0.63347374,9.2002672,0.081577812,90.841741,,,1,,,,5.2054468E-6,18.275487,29.426724,7.2297303,0
3817617332.4746,,1857,5.4534,5.4534,40000.113,9.8999999E-6,5.4246915,0.10955531,39.187069,0.0398,5.1416887,0.005629,44.328758,0.0398,8.1742861,9.1692244,0.08118495,90.85926,,,1,,,,5.218267E-6,18.400534,29.427278,7.2238336,0
3817617512.33011,,1857,4.93261,4.93261,40000.246,9.8999999E-6,4.9102583,0.10100112,33.333596,0.03501,3.8713528,0.004232,37.204948,0.03501,1.2827695,8.6962348,0.070285516,90.782205,,,1,,,,4.6300648E-6,18.338449,24.110637,6.7885625,0
3817617588.86331,,1857,4.93263,4.93263,40000.207,9.8999999E-6,4.9088171,0.098854497,33.319434,0.03612,3.869142,0.004231,37.188576,0.03612,1.2513642,8.6845368,0.070127139,90.790003,,,1,,,,4.6339409E-6,17.39247,24.096486,6.7876707,0
3817617664.82639,,1857,4.93303,4.93303,40000.223,9.8999999E-6,4.9084156,0.098871067,33.324771,0.03838,3.8683732,0.00423,37.193144,0.03838,5.4180529,8.7234806,0.070480574,90.781625,,,1,,,,4.6141996E-6,17.369074,24.092543,6.7893133,0
3817617841.08103,,1857,4.46217,4.46217,40000.207,9.8999999E-6,4.4467974,0.093037775,27.519268,0.03556,2.9054105,0.00384,30.424679,0.03556,7.9142897,7.9893035,0.059999377,90.725506,,,1,,,,4.1292843E-6,17.446961,19.774007,6.188559,0
3817617911.94688,,1857,4.46176,4.46176,40000.246,9.8999999E-6,4.4446704,0.089524235,27.459912,0.04073,2.9033942,0.003839,30.363307,0.04073,13.251509,8.0071439,0.060240069,90.720056,,,1,,,,4.1118953E-6,15.978607,19.755095,6.1781662,0
3817617982.05364,,1857,4.46224,4.46224,40000.223,9.8999999E-6,4.4445242,0.089595335,27.468135,0.03725,2.903119,0.003838,30.371254,0.03725,10.336461,8.001021,0.060238631,90.709354,,,1,,,,4.1165526E-6,16.014288,19.753795,6.1802196,0
3817618153.35159,,1857,4.03633,4.03633,40000.27,9.8999999E-6,4.0293068,0.085870411,21.954172,0.03564,2.1705493,0.002796,24.124721,0.03564,3.0921086,7.1382594,0.051391585,90.593519,,,1,,,,3.6725372E-6,16.002042,16.235314,5.4486226,0
3817618218.83147,,1857,4.03606,4.03606,40000.207,9.8999999E-6,4.0266813,0.081442256,21.87912,0.03485,2.1667381,0.00279,24.045858,0.03485,10.754302,7.1405791,0.051475948,90.594511,,,1,,,,3.6592239E-6,14.276519,16.214162,5.4335365,0
3817618284.54433,,1857,4.03633,4.03633,40000.223,9.8999999E-6,4.0265963,0.0814837,21.880129,0.03306,2.1666206,0.002789,24.046749,0.03306,7.4949001,7.1448834,0.051501712,90.594685,,,1,,,,3.6571542E-6,14.281158,16.213478,5.4339018,0
3817618450.52364,,1857,3.65109,3.65109,40000.207,9.8999999E-6,3.6529572,0.079476313,16.817138,0.03074,1.621668,0.002002,18.438806,0.03074,7.160456,6.1268446,0.04390876,90.42281,,,1,,,,3.2767481E-6,14.289767,13.344096,4.6037053,0
3817618511.18077,,1857,3.65097,3.65097,40000.234,9.8999999E-6,3.6498393,0.073698612,16.70013,0.03191,1.6186591,0.001998,18.318789,0.03191,10.708268,6.0996949,0.044504172,90.281315,,,1,,,,3.2740703E-6,12.253689,13.321327,4.5755796,0
3817618570.80426,,1857,3.65101,3.65101,40000.172,9.8999999E-6,3.6495656,0.073635228,16.761165,0.03083,1.6183939,0.001997,18.379559,0.03083,3.6023875,6.157413,0.044524985,90.341175,,,1,,,,3.2524638E-6,12.19939,13.319329,4.5926467,0
3817618728.42628,,1857,3.30275,3.30275,40000.246,9.8999999E-6,3.3138101,0.073642788,12.39895,0.02933,1.2101157,0.001429,13.609066,0.02933,11.944271,5.0525812,0.037302105,90.218822,,,1,,,,2.9378497E-6,12.314826,10.981337,3.7415994,0
3817618781.70969,,1857,3.30237,3.30237,40000.172,9.8999999E-6,3.3101466,0.066620355,12.411324,0.02866,1.2072409,0.001426,13.618564,0.02866,4.6294766,5.1207776,0.038511363,89.989351,,,1,,,,2.9072286E-6,10.105162,10.95707,3.7494785,0
3817618836.31411,,1857,3.30269,3.30269,40000.223,9.8999999E-6,3.3105315,0.067277336,12.365992,0.02739,1.207659,0.001427,13.573651,0.02739,11.529615,5.0819572,0.038041372,90.076793,,,1,,,,2.9171758E-6,10.241555,10.959619,3.7353494,0
3817618986.76021,,1857,2.98762,2.98762,40000.223,9.8999999E-6,3.0078866,0.068264952,8.8136624,0.02125,0.91148173,0.001246,9.7251442,0.02125,20.687433,4.0715303,0.032686686,89.843058,,,1,,,,2.6123246E-6,10.163914,9.0473817,2.9301844,0
3817619035.11355,,1857,2.98755,2.98755,40000.223,9.8999999E-6,3.0041198,0.061047152,8.7435723,0.02225,0.90911788,0.001244,9.6526902,0.02225,5.8778824,4.0594764,0.033208409,89.684461,,,1,,,,2.6042511E-6,8.1430606,9.0247359,2.9105272,0
3817619083.31681,,1857,2.98695,2.98695,40000.195,9.8999999E-6,3.0038798,0.060895101,8.7646151,0.01977,0.90892161,0.001244,9.6735367,0.01977,18.896425,4.0745368,0.03335721,89.651003,,,1,,,,2.6011609E-6,8.1189528,9.0232941,2.9177649,0
3817619226.62618,,1857,2.70226,2.70226,40000.207,9.8999999E-6,2.7326004,0.063131227,6.0338387,0.01582,0.69124963,0.0009408,6.7250883,0.01582,18.726624,3.1346372,0.028659718,89.340713,,,1,,,,2.3535536E-6,8.1490736,7.4671051,2.208094,0
3817619267.86159,,1857,2.702,2.702,40000.137,9.8999999E-6,2.7286283,0.055557123,5.9677798,0.01764,0.68938945,0.0009378,6.6571692,0.01764,6.4837251,3.1366328,0.029242284,89.193612,,,1,,,,2.3311737E-6,6.2692744,7.4454122,2.1870989,0
3817619309.3682,,1857,2.70212,2.70212,40000.184,9.8999999E-6,2.7285768,0.055553066,5.9771447,0.018,0.68936928,0.0009377,6.666514,0.018,13.932816,3.1433153,0.029465287,89.113359,,,1,,,,2.3313049E-6,6.2732655,7.4451314,2.1905723,0
3817619485.29945,,1857,2.44452,2.44452,40000.195,9.8999999E-6,2.4807332,0.050659972,3.9438976,0.01475,0.52913051,0.000726,4.4730281,0.01475,11.706899,2.3822282,0.026492674,88.537902,,,1,,,,2.0689837E-6,4.6974841,6.154037,1.5898113,0
3817619523.34176,,1857,2.44387,2.44387,40000.172,9.8999999E-6,2.4809909,0.051241758,3.9418785,0.01249,0.52840978,0.0007253,4.4702883,0.01249,8.4357694,2.3646631,0.026087733,88.62884,,,1,,,,2.0813691E-6,4.7644564,6.1553158,1.5888323,0
3817619561.66988,,1857,2.44431,2.44431,40000.137,9.8999999E-6,2.4806878,0.050862761,3.9462575,0.01274,0.52818931,0.000725,4.4744468,0.01274,1.6868943,2.3560466,0.025741924,88.733036,,,1,,,,2.0889876E-6,4.7293262,6.1538122,1.5907916,0
3817619723.34809,,1857,2.21091,2.21091,40000.195,9.8999999E-6,2.2577439,0.046028216,2.5303913,0.00944,0.40950043,0.00062,2.9398917,0.00944,9.2068056,1.7444892,0.023614828,87.914915,,,1,,,,1.8594652E-6,3.422033,5.0974075,1.120761,0
3817619757.05171,,1857,2.21086,2.21086,40000.207,9.8999999E-6,2.2579914,0.046641179,2.5359932,0.009381,0.40967756,0.0006201,2.9456707,0.009381,25.904974,1.7561205,0.023579553,88.003324,,,1,,,,1.8494011E-6,3.4889784,5.098525,1.1231191,0
3817619790.65166,,1857,2.21112,2.21112,40000.184,9.8999999E-6,2.257977,0.046640817,2.5425725,0.009566,0.40966907,0.0006201,2.9522416,0.009566,14.477389,1.7518664,0.023678226,87.89061,,,1,,,,1.860022E-6,3.5122409,5.0984603,1.12604,0
3817619947.04622,,1857,1.99993,1.99993,40000.172,9.8999999E-6,2.056127,0.042168747,1.5944743,0.007146,0.32257568,0.0005367,1.9170499,0.007146,5.657581,1.2739658,0.021592914,87.136295,,,1,,,,1.6613975E-6,2.5123212,4.2276581,0.7754746,0
3817619976.86491,,1857,1.99996,1.99996,40000.172,9.8999999E-6,2.0561597,0.042377679,1.5975847,0.006918,0.32259181,0.0005367,1.9201765,0.006918,7.7209637,1.2675363,0.021555081,87.071172,,,1,,,,1.6735781E-6,2.5479316,4.2277925,0.77697501,0
3817620007.89826,,1857,2.00004,2.00004,40000.16,9.8999999E-6,2.0560309,0.042278447,1.5990963,0.006998,0.32253275,0.0005366,1.921629,0.006998,7.9062701,1.2674413,0.021394105,87.162908,,,1,,,,1.6737119E-6,2.5350726,4.2272632,0.77775886,0
3817622883.63122,Error: Warning: Current field is 80000.164 Oe;
3817622883.6609,Error: but addenda was obtained at -0.04853636 Oe.
3817623331.11864,,1857,100.001,100.001,79999.602,9.8999999E-6,100.49692,1.9582175,1439.7008,2.729,2144.5967,1.416,3584.2975,2.729,0.22807353,44.272252,1.771352,84.99663,,,1,,,,8.3365097E-5,87.058851,10099.63,14.32582,0
3817623666.0276,,1857,100,100,79999.594,9.8999999E-6,100.4994,1.9644307,1439.5608,2.267,2144.5153,1.416,3584.0761,2.267,0.87359212,44.345433,1.7740415,84.998351,,,1,,,,8.3221875E-5,88.544503,10100.13,14.324073,0
3817624004.81587,,1857,100,100,79999.742,9.8999999E-6,100.51106,1.9656253,1439.3058,2.129,2144.9863,1.417,3584.2921,2.129,1.131391,44.331047,1.7689478,85.032236,,,1,,,,8.324611E-5,88.690866,10102.473,14.319875,0
3817625218.21014,,1857,90.4567,90.4567,79999.742,9.8999999E-6,91.142594,1.9209398,1279.0834,3.46,1782.6977,1.209,3061.7811,3.46,0.095796309,40.103513,1.4790781,86.16295,,,1,,,,7.857113E-5,88.662094,8306.9725,14.033871,0
3817625524.35801,,1857,90.456,90.456,79999.68,9.8999999E-6,91.00407,1.7600953,1286.1401,2.738,1777.9019,1.206,3064.042,2.738,0.17767092,40.686512,1.5501517,85.75561,,,1,,,,7.7602618E-5,80.207026,8281.7407,14.132776,0
3817625833.89824,,1857,90.4564,90.4564,79999.773,9.8999999E-6,90.990631,1.7768852,1287.8968,2.266,1777.4386,1.205,3065.3354,2.266,0.33710879,40.915427,1.5690215,85.672855,,,1,,,,7.7221468E-5,81.373024,8279.295,14.154169,0
3817626983.99045,,1857,81.8235,81.8235,79999.773,9.8999999E-6,82.460763,1.7437735,1137.4945,3.098,1478.4312,1.022,2615.9257,3.098,0.1165429,36.914384,1.3419173,86.415634,,,1,,,,7.3053E-5,81.830855,6799.7774,13.794373,0
3817627267.06295,,1857,81.8231,81.8231,79999.813,9.8999999E-6,82.335622,1.596602,1142.5809,2.541,1474.366,1.02,2616.9469,2.541,0.22363397,37.316435,1.3774926,86.227883,,,1,,,,7.2348231E-5,73.828768,6779.1547,13.877115,0
3817627553.00481,,1857,81.8229,81.8229,79999.789,9.8999999E-6,82.31069,1.6065741,1146.4741,2.217,1473.6232,1.019,2620.0973,2.217,0.31361403,37.571109,1.3963577,86.144158,,,1,,,,7.1970338E-5,74.632871,6775.0497,13.928617,0
3817628598.14295,,1857,74.0128,74.0128,79999.789,9.8999999E-6,74.592677,1.5884435,999.5693,2.859,1223.4697,0.8688,2223.039,2.859,0.14452612,33.676228,1.1777408,86.927869,,,1,,,,6.8094205E-5,75.142218,5564.0675,13.400368,0
3817628859.04544,,1857,74.014,74.014,79999.742,9.8999999E-6,74.46509,1.4493794,1004.8145,2.342,1219.817,0.8665,2224.6314,2.342,0.25700149,34.132307,1.2247458,86.615777,,,1,,,,6.7310459E-5,67.352455,5545.0496,13.493766,0
3817629122.70389,,1857,74.0142,74.0142,79999.742,9.8999999E-6,74.444047,1.4628854,1006.4518,1.978,1219.1916,0.8661,2225.6433,1.978,0.38113723,34.389219,1.2468702,86.486775,,,1,,,,6.6867537E-5,68.264614,5541.9162,13.519573,0
3817630110.16655,,1857,66.9491,66.9491,79999.711,9.8999999E-6,67.459778,1.4469903,872.6792,2.298,1015.9586,0.7379,1888.6378,2.298,0.1630113,30.774109,1.0536137,87.19616,,,1,,,,6.3365563E-5,68.778439,4550.8217,12.936289,0
3817630352.59103,,1857,66.9492,66.9492,79999.703,9.8999999E-6,67.344945,1.3210937,875.32264,1.977,1012.9495,0.7362,1888.2721,1.977,0.26516676,31.127077,1.0922463,86.899451,,,1,,,,6.2702484E-5,61.548218,4535.3416,12.9976,0
3817630596.5389,,1857,66.9496,66.9496,79999.641,9.8999999E-6,67.325216,1.3305391,877.82108,1.678,1012.386,0.7359,1890.2071,1.678,0.61861038,31.29728,1.0992903,86.887625,,,1,,,,6.2435026E-5,62.254154,4532.6847,13.038518,0
3817631489.43195,,1857,60.5594,60.5594,79999.727,9.8999999E-6,61.008392,1.3193532,750.17397,1.963,844.30686,0.6574,1594.4808,1.963,0.16228574,27.922251,0.93879343,87.411171,,,1,,,,5.8990235E-5,62.594559,3722.0239,12.296242,0
3817631709.94548,,1857,60.5599,60.5599,79999.742,9.8999999E-6,60.904352,1.2036033,752.92674,1.641,841.89528,0.6563,1594.822,1.641,0.31599326,28.265634,0.97759903,87.072744,,,1,,,,5.8358982E-5,55.844502,3709.3401,12.362446,0
3817631933.52338,,1857,60.5596,60.5596,79999.68,9.8999999E-6,60.887501,1.2137482,753.82772,1.424,841.4563,0.6561,1595.284,1.424,0.73313477,28.401856,0.98366697,87.055744,,,1,,,,5.8102425E-5,56.531267,3707.2877,12.380665,0
3817632744.04265,,1857,54.7794,54.7794,79999.727,9.8999999E-6,55.169384,1.1991686,640.24009,1.689,706.08258,0.5799,1346.3227,1.689,0.20811906,25.254711,0.83866333,87.553053,,,1,,,,5.5084565E-5,56.803711,3043.6609,11.604989,0
3817632945.386,,1857,54.7797,54.7797,79999.75,9.8999999E-6,55.073167,1.0944214,642.84799,1.455,704.04266,0.5786,1346.8906,1.455,0.35566763,25.535399,0.86756217,87.282002,,,1,,,,5.4560586E-5,50.509422,3033.0537,11.672617,0
3817633148.49969,,1857,54.7796,54.7796,79999.711,9.8999999E-6,55.058981,1.1026666,643.04933,1.246,703.70407,0.5784,1346.7534,1.246,0.76232462,25.677241,0.87853789,87.197667,,,1,,,,5.4269382E-5,51.070798,3031.4914,11.679281,0
3817633864.13426,,1857,49.5517,49.5517,79999.75,9.8999999E-6,49.892006,1.0909528,540.03327,1.639,591.06811,0.5068,1131.1014,1.639,0.29522293,22.73515,0.74866318,87.649223,,,1,,,,5.1405545E-5,51.354482,2489.2123,10.824044,0
3817634046.75904,,1857,49.5515,49.5515,79999.75,9.8999999E-6,49.804629,0.9978757,542.17816,1.449,589.34922,0.5058,1131.5274,1.449,0.47606359,23.019838,0.77008518,87.463043,,,1,,,,5.0830061E-5,45.470301,2480.501,10.8861,0
3817634231.77586,,1857,49.5512,49.5512,79999.688,9.8999999E-6,49.790191,1.0057155,541.88448,1.279,589.08549,0.5057,1130.97,1.279,0.78486001,23.120157,0.78170925,87.337352,,,1,,,,5.0604223E-5,46.039675,2479.0631,10.883358,0
3817634874.13427,,1857,44.8211,44.8211,79999.664,9.8999999E-6,45.11257,0.99271248,450.28026,1.358,496.55465,0.4484,946.83491,1.358,0.26742187,20.39169,0.65998483,87.84981,,,1,,,,4.7934977E-5,46.240313,2035.144,9.9812594,0
3817635040.53107,,1857,44.822,44.822,79999.688,9.8999999E-6,45.03269,0.90695945,451.53403,1.169,495.15598,0.4472,946.69002,1.169,0.4933978,20.679972,0.6956959,87.39956,,,1,,,,4.7333627E-5,40.78338,2027.9432,10.026806,0
3817635208.7255,,1857,44.8224,44.8224,79999.68,9.8999999E-6,45.020746,0.91472588,453.04929,1.001,494.90543,0.4469,947.95472,1.001,1.3206053,20.782794,0.69541569,87.461718,,,1,,,,4.7159549E-5,41.359945,2026.8675,10.063123,0
