 written on 27May2020 at 13:22:34 
           8
         147
    1    1    1    1    1    2    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    2    1    1    1    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    2    1    1    1    1    1    2    1    1    1    1    1
   -8   -4    0    1    1    0.058163   -0.000662
   -8   -4    0    2    1    0.005742   -0.000541
   -8   -4    0    3    1   -0.008125   -0.002006
   -8   -4    0    4    1   -0.003541    0.001160
   -8   -4    0    5    1    0.007740    0.004539
   -8   -4    0    6    1   -0.001239   -0.000350
   -8   -4    0    7    1   -0.029894   -0.003748
   -8   -4    0    8    1    0.012417   -0.002570
   -8   -4    0    1    2   -0.001519   -0.000552
   -8   -4    0    2    2   -0.004220   -0.000028
   -8   -4    0    3    2    0.005843    0.000535
   -8   -4    0    4    2   -0.004413   -0.000017
   -8   -4    0    5    2    0.000968   -0.000654
   -8   -4    0    6    2    0.018572   -0.000040
   -8   -4    0    7    2   -0.012906   -0.001559
   -8   -4    0    8    2    0.010235    0.001307
   -8   -4    0    1    3    0.007798   -0.003785
   -8   -4    0    2    3   -0.003036    0.000314
   -8   -4    0    3    3    0.020981    0.001432
   -8   -4    0    4    3   -0.037684    0.004103
   -8   -4    0    5    3   -0.012991    0.000453
   -8   -4    0    6    3   -0.003770    0.000504
   -8   -4    0    7    3   -0.012717   -0.002293
   -8   -4    0    8    3   -0.005937    0.000924
   -8   -4    0    1    4    0.005314    0.000942
   -8   -4    0    2    4    0.000296   -0.000710
   -8   -4    0    3    4   -0.041618   -0.006222
   -8   -4    0    4    4    0.003735    0.000194
   -8   -4    0    5    4    0.009882    0.002602
