SYSTEM,U_eV,ENERGY_TOTEN_eV,NMAG_ION,ENERGY_REDUCED_eV,NIONS,NELECT,LNONCOLLINEAR,LSORBIT,J1,J2,J3,J4,STATUS
NaTmO2-nosoc_col-U=7-FM-origin,7,-26.77221186,1,-26.77221186,4,42,0,0,3,3,3,3,CONVERGE
NaTmO2-nosoc_col-U=7-AFM-221-stripe3,7,-113.17810271,4,-28.2945256775,16,168,0,0,0,0,4,12,CONVERGE
NaTmO2-nosoc_col-U=7-FM-221,7,-113.15889108,4,-28.28972277,16,168,0,0,12,12,12,12,CONVERGE
NaTmO2-nosoc_col-U=7-AFM-221-stripe2,7,-113.16623276,4,-28.29155819,16,168,0,0,-4,-4,-4,12,CONVERGE
NaTmO2-nosoc_col-U=7-FM-gen3gen31,7,-84.90425049,3,-28.30141683,12,126,0,0,9,9,9,9,CONVERGE
NaTmO2-nosoc_col-U=7-AFM-gen3gen31-upup,7,-84.87930644,3,-28.2931021466667,12,126,0,0,-3,9,1,-3,CONVERGE
NaTmO2-nosoc_col-U=7-PM-origin,7,-26.436319,1,-26.436319,4,42,0,0,0,0,0,0,CONVERGE
NaTmO2-nosoc_col-U=7-AFM-221-stripe1,7,-113.16625703,4,-28.2915642575,16,168,0,0,-4,-4,4,12,CONVERGE
NaTmO2-nosoc_col-U=7-AFM-112,7,-53.5426875,2,-26.77134375,8,84,0,0,6,6,-6,6,CONVERGE
NaTmO2-nosoc_col-U=7-FM-112,7,-53.54459707,2,-26.772298535,8,84,0,0,6,6,6,6,CONVERGE
NaTmO2-nosoc_ncol-U=7-AFM-221-stripe2-x,7,-113.16837192,4,-28.29209298,16,168,1,0,-4,-4,-4,12,CONVERGE
NaTmO2-nosoc_ncol-U=7-AFM-221-stripe1-z,7,-113.16824516,4,-28.29206129,16,168,1,0,-4,-4,4,12,CONVERGE
NaTmO2-nosoc_ncol-U=7-AFM-221-stripe3-x,7,-112.98496516,4,-28.24624129,16,168,1,0,0,0,4,12,CONVERGE
NaTmO2-nosoc_ncol-U=7-AFM-221-stripe1-x,7,-113.16688416,4,-28.29172104,16,168,1,0,-4,-4,4,12,CONVERGE
NaTmO2-nosoc_ncol-U=7-AFM-221-stripe2-z,7,-113.16733383,4,-28.2918334575,16,168,1,0,-4,-4,-4,12,CONVERGE
NaTmO2-nosoc_ncol-U=7-AFM-112-z,7,-56.69734674,2,-28.34867337,8,84,1,0,6,6,-6,6,CONVERGE
NaTmO2-nosoc_ncol-U=7-FM-gen3gen31-z,7,-84.88318193,3,-28.2943939766667,12,126,1,0,9,9,9,9,CONVERGE
NaTmO2-nosoc_ncol-U=7-AFM-gen3gen31-upu,7,-84.75205406,3,-28.2506846866667,12,126,1,0,-3,9,1,-3,CONVERGE
NaTmO2-nosoc_ncol-U=7-FM-221-z,7,-113.16009153,4,-28.2900228825,16,168,1,0,12,12,12,12,CONVERGE
NaTmO2-nosoc_ncol-U=7-FM-112-x,7,-56.58344336,2,-28.29172168,8,84,1,0,6,6,6,6,CONVERGE
NaTmO2-nosoc_ncol-U=7-AFM-112-x,7,-56.58163773,2,-28.290818865,8,84,1,0,6,6,-6,6,CONVERGE
NaTmO2-nosoc_ncol-U=7-FM-origin-z,7,-28.34818548,1,-28.34818548,4,42,1,0,3,3,3,3,CONVERGE
NaTmO2-nosoc_ncol-U=7-AFM-221-stripe3-z,7,-113.2834781,4,-28.320869525,16,168,1,0,0,0,4,12,CONVERGE
NaTmO2-nosoc_ncol-U=7-PM-origin,7,-26.43631917,1,-26.43631917,4,42,1,0,0,0,0,0,CONVERGE
NaTmO2-nosoc_ncol-U=7-AFM-gen3gen31-120,7,-85.07313698,3,-28.3577123266667,12,126,1,0,-3,9,1,-3,CONVERGE
