 written on  7Sep2020 at 09:57:31 
           8
         259
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1
  -10   -6    0    1    1    0.100092    0.000055
  -10   -6    0    2    1   -0.078005    0.025003
  -10   -6    0    3    1    0.117864    0.018734
  -10   -6    0    4    1   -0.017657    0.019844
  -10   -6    0    5    1    0.073999   -0.002595
  -10   -6    0    6    1   -0.006403    0.019249
  -10   -6    0    7    1    0.075587    0.020139
  -10   -6    0    8    1   -0.001412    0.030171
  -10   -6    0    1    2   -0.077324   -0.025041
  -10   -6    0    2    2    0.010533    0.000000
  -10   -6    0    3    2   -0.041485   -0.009889
  -10   -6    0    4    2    0.081938    0.006289
  -10   -6    0    5    2    0.003785    0.027337
  -10   -6    0    6    2   -0.200735    0.000016
  -10   -6    0    7    2   -0.029486   -0.005103
  -10   -6    0    8    2   -0.026164    0.008740
  -10   -6    0    1    3    0.091419   -0.022542
  -10   -6    0    2    3   -0.016820    0.004647
  -10   -6    0    3    3   -0.018785    0.000490
  -10   -6    0    4    3   -0.019989   -0.016909
  -10   -6    0    5    3   -0.075648    0.020134
  -10   -6    0    6    3   -0.028889    0.005559
  -10   -6    0    7    3   -0.075679   -0.000008
  -10   -6    0    8    3   -0.004729   -0.032298
  -10   -6    0    1    4    0.014490   -0.022718
  -10   -6    0    2    4    0.047576   -0.013929
  -10   -6    0    3    4   -0.063484    0.017437
  -10   -6    0    4    4   -0.049281   -0.000428
  -10   -6    0    5    4    0.001297    0.030125
  -10   -6    0    6    4   -0.027070   -0.008531
  -10   -6    0    7    4   -0.004742    0.032283
  -10   -6    0    8    4    0.104945   -0.000017
  -10   -6    0    1    5   -0.265143    0.002591
  -10   -6    0    2    5    0.050755   -0.024133
  -10   -6    0    3    5   -0.048641   -0.014901
  -10   -6    0    4    5   -0.051307   -0.023953
  -10   -6    0    5    5    0.022075   -0.000057
  -10   -6    0    6    5    0.082320   -0.017194
  -10   -6    0    7    5   -0.091401   -0.022559
  -10   -6    0    8    5   -0.014412   -0.022736
  -10   -6    0    1    6   -0.051591   -0.016328
  -10   -6    0    2    6    0.220943   -0.000016
  -10   -6    0    3    6    0.012371   -0.011160
  -10   -6    0    4    6    0.041873    0.000882
  -10   -6    0    5    6    0.079146    0.017357
  -10   -6    0    6    6    0.010687   -0.000000
  -10   -6    0    7    6   -0.017218   -0.005139
  -10   -6    0    8    6    0.048948    0.013935
  -10   -6    0    1    7    0.048579   -0.014888
  -10   -6    0    2    7    0.013261    0.010935
  -10   -6    0    3    7   -0.035543    0.000003
  -10   -6    0    4    7   -0.085913   -0.031947
  -10   -6    0    5    7   -0.117852    0.018721
  -10   -6    0    6    7   -0.041596    0.010077
  -10   -6    0    7    7   -0.018777   -0.000488
  -10   -6    0    8    7   -0.063478   -0.017445
  -10   -6    0    1    8    0.051212   -0.023935
  -10   -6    0    2    8    0.041900   -0.000771
  -10   -6    0    3    8   -0.085899    0.031959
  -10   -6    0    4    8   -0.066873    0.000018
  -10   -6    0    5    8    0.017716    0.019790
  -10   -6    0    6    8    0.083235   -0.006735
  -10   -6    0    7    8   -0.019981    0.016917
  -10   -6    0    8    8   -0.049300    0.000428
  -10   -5    0    1    1    0.044967   -0.007506
  -10   -5    0    2    1    0.053904    0.007307
  -10   -5    0    3    1    0.101350    0.019608
  -10   -5    0    4    1   -0.004943   -0.022288
  -10   -5    0    5    1    0.055365   -0.002552
  -10   -5    0    6    1   -0.029568   -0.000034
  -10   -5    0    7    1    0.036878    0.030100
  -10   -5    0    8    1    0.010837    0.005784
  -10   -5    0    1    2    0.059664   -0.009566
  -10   -5    0    2    2    0.004609    0.015807
  -10   -5    0    3    2    0.065616   -0.015651
  -10   -5    0    4    2   -0.067011   -0.007212
  -10   -5    0    5    2    0.023232    0.008171
  -10   -5    0    6    2   -0.213857    0.000006
  -10   -5    0    7    2    0.051677   -0.002436
  -10   -5    0    8    2    0.117903    0.017517
  -10   -5    0    1    3    0.095927   -0.001541
  -10   -5    0    2    3    0.012257    0.003609
  -10   -5    0    3    3    0.028503    0.000019
  -10   -5    0    4    3   -0.046171   -0.032440
  -10   -5    0    5    3   -0.037014    0.030197
  -10   -5    0    6    3    0.051894    0.002718
  -10   -5    0    7    3    0.123378   -0.000003
  -10   -5    0    8    3   -0.024263   -0.017811
  -10   -5    0    1    4    0.066418   -0.006721
  -10   -5    0    2    4    0.125532   -0.010479
  -10   -5    0    3    4   -0.086110    0.032909
  -10   -5    0    4    4   -0.039675    0.000122
  -10   -5    0    5    4   -0.010850    0.005851
  -10   -5    0    6    4    0.118388   -0.018109
  -10   -5    0    7    4   -0.024271    0.017798
  -10   -5    0    8    4   -0.068967   -0.000011
  -10   -5    0    1    5   -0.296630    0.002572
  -10   -5    0    2    5   -0.131515   -0.021198
  -10   -5    0    3    5    0.007419    0.011292
  -10   -5    0    4    5   -0.082196   -0.016935
  -10   -5    0    5    5   -0.033036    0.007480
  -10   -5    0    6    5   -0.054062   -0.000526
  -10   -5    0    7    5   -0.095836   -0.001457
  -10   -5    0    8    5   -0.066442   -0.006632
  -10   -5    0    1    6    0.128526   -0.014681
  -10   -5    0    2    6    0.171686   -0.000023
  -10   -5    0    3    6   -0.022561   -0.012485
  -10   -5    0    4    6   -0.082009    0.002640
  -10   -5    0    5    6   -0.053380    0.000841
  -10   -5    0    6    6    0.004752   -0.015791
  -10   -5    0    7    6    0.013287   -0.003984
  -10   -5    0    8    6    0.125412    0.010039
  -10   -5    0    1    7   -0.007406    0.011183
  -10   -5    0    2    7   -0.022095    0.012727
  -10   -5    0    3    7    0.096201    0.000003
  -10   -5    0    4    7   -0.032781   -0.036273
  -10   -5    0    5    7   -0.101410    0.019711
  -10   -5    0    6    7    0.066270    0.016155
  -10   -5    0    7    7    0.028510   -0.000018
  -10   -5    0    8    7   -0.086107   -0.032921
  -10   -5    0    1    8    0.082011   -0.017044
  -10   -5    0    2    8   -0.082291   -0.002283
  -10   -5    0    3    8   -0.032768    0.036279
  -10   -5    0    4    8    0.000976    0.000016
  -10   -5    0    5    8    0.005091   -0.022231
  -10   -5    0    6    8   -0.067106    0.007507
  -10   -5    0    7    8   -0.046162    0.032442
  -10   -5    0    8    8   -0.039689   -0.000115
  -10   -4    0    1    1    0.105368   -0.021877
  -10   -4    0    2    1    0.145414    0.017904
  -10   -4    0    3    1   -0.014037   -0.006514
  -10   -4    0    4    1    0.035890   -0.014044
  -10   -4    0    5    1    0.087182   -0.002457
  -10   -4    0    6    1    0.135694   -0.003409
  -10   -4    0    7    1   -0.023993    0.016219
  -10   -4    0    8    1    0.011837   -0.013284
  -10   -4    0    1    2    0.148965   -0.021612
  -10   -4    0    2    2    0.010346    0.029208
  -10   -4    0    3    2   -0.027224    0.000571
  -10   -4    0    4    2    0.024422   -0.002602
  -10   -4    0    5    2   -0.140416    0.006832
