#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 240  24
# Band-Index    1
   2.98612    -14.686477  0.022  0.010  0.002  0.000  0.000  0.004  0.000  0.000  0.004  0.042
   3.00064    -14.674286  0.020  0.012  0.002  0.000  0.000  0.004  0.000  0.000  0.004  0.042
   3.01516    -14.662325  0.018  0.012  0.002  0.000  0.000  0.004  0.000  0.000  0.004  0.042
   3.02967    -14.650635  0.018  0.012  0.002  0.000  0.000  0.004  0.000  0.000  0.006  0.042
   3.04419    -14.639259  0.016  0.012  0.002  0.000  0.000  0.004  0.000  0.000  0.006  0.040
   3.05871    -14.628236  0.016  0.014  0.002  0.000  0.000  0.004  0.000  0.000  0.006  0.040
   3.07322    -14.617606  0.014  0.014  0.002  0.000  0.000  0.004  0.000  0.000  0.006  0.040
   3.08774    -14.607401  0.014  0.014  0.002  0.000  0.000  0.004  0.000  0.000  0.006  0.040
   3.10226    -14.597653  0.012  0.014  0.002  0.000  0.000  0.004  0.000  0.000  0.006  0.038
   3.11677    -14.588405  0.012  0.014  0.002  0.000  0.000  0.004  0.000  0.000  0.006  0.038
   3.13129    -14.579693  0.012  0.014  0.002  0.000  0.000  0.004  0.000  0.000  0.006  0.038
   3.14581    -14.571545  0.010  0.016  0.002  0.000  0.000  0.004  0.000  0.000  0.006  0.038
   3.16032    -14.563993  0.010  0.016  0.002  0.000  0.000  0.004  0.000  0.000  0.006  0.038
   3.17484    -14.557069  0.008  0.016  0.000  0.000  0.000  0.004  0.000  0.000  0.006  0.038
   3.18936    -14.550792  0.008  0.016  0.000  0.000  0.000  0.004  0.000  0.000  0.006  0.036
   3.20387    -14.545196  0.008  0.016  0.000  0.000  0.000  0.004  0.000  0.000  0.006  0.036
   3.21839    -14.540301  0.008  0.016  0.000  0.000  0.000  0.004  0.000  0.000  0.008  0.036
   3.23291    -14.536120  0.006  0.016  0.000  0.000  0.000  0.004  0.000  0.000  0.008  0.036
   3.24742    -14.532667  0.006  0.016  0.000  0.000  0.000  0.004  0.000  0.000  0.008  0.036
   3.26194    -14.529976  0.006  0.016  0.000  0.000  0.000  0.004  0.000  0.000  0.008  0.036
   3.27646    -14.528048  0.006  0.016  0.000  0.000  0.000  0.004  0.000  0.000  0.008  0.036
   3.29097    -14.526888  0.006  0.016  0.000  0.000  0.000  0.004  0.000  0.000  0.008  0.036
   3.30549    -14.526507  0.006  0.016  0.000  0.000  0.000  0.004  0.000  0.000  0.008  0.036
 
 
# Band-Index    2
   3.30549    -11.600985  0.010  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.020
   3.29097    -11.601149  0.010  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.020
   3.27646    -11.601642  0.010  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.26194    -11.602471  0.010  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.24742    -11.603625  0.010  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.23291    -11.605100  0.010  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.21839    -11.606895  0.010  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.20387    -11.609002  0.010  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.18936    -11.611412  0.010  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.17484    -11.614128  0.010  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.16032    -11.617136  0.010  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.14581    -11.620430  0.010  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.13129    -11.623998  0.008  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.11677    -11.627828  0.008  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.10226    -11.631915  0.008  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.08774    -11.636249  0.008  0.000  0.004  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.07322    -11.640810  0.008  0.000  0.006  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.05871    -11.645586  0.008  0.000  0.006  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.04419    -11.650566  0.008  0.000  0.006  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.02967    -11.655740  0.008  0.000  0.006  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.01516    -11.661087  0.008  0.000  0.006  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   3.00064    -11.666589  0.008  0.000  0.006  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   2.98612    -11.672230  0.008  0.000  0.006  0.000  0.000  0.000  0.004  0.000  0.000  0.018
   2.97161    -11.678003  0.006  0.000  0.006  0.000  0.000  0.000  0.004  0.000  0.000  0.018
