#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 180  20
# Band-Index    1
   3.62408    -19.129360  0.634  0.014  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.652
   3.65294    -19.190472  0.636  0.012  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.652
   3.68179    -19.247094  0.638  0.010  0.000  0.004  0.000  0.000  0.000  0.000  0.000  0.652
   3.71065    -19.299221  0.638  0.008  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.650
   3.73950    -19.346838  0.640  0.008  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.650
   3.76836    -19.389948  0.642  0.006  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.650
   3.79721    -19.428535  0.644  0.004  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.650
   3.82607    -19.462595  0.644  0.004  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.648
   3.85492    -19.492123  0.646  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.648
   3.88378    -19.517119  0.646  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.648
   3.91263    -19.537570  0.646  0.002  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.648
   3.94149    -19.553478  0.648  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.648
   3.97034    -19.564845  0.648  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.648
   3.99920    -19.571663  0.648  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.648
   4.02805    -19.573938  0.648  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.648
 
# Band-Index    2
   4.02805     -7.664076  0.000  0.000  0.432  0.000  0.000  0.000  0.000  0.000  0.000  0.432
   3.99920     -7.661353  0.000  0.000  0.432  0.000  0.000  0.000  0.000  0.000  0.000  0.432
   3.97034     -7.653194  0.000  0.000  0.432  0.000  0.000  0.000  0.000  0.000  0.000  0.432
   3.94149     -7.639594  0.000  0.000  0.432  0.000  0.000  0.000  0.000  0.000  0.000  0.432
   3.91263     -7.620442  0.000  0.000  0.432  0.000  0.000  0.000  0.000  0.000  0.000  0.432
   3.88378     -7.595995  0.000  0.000  0.432  0.000  0.000  0.000  0.000  0.000  0.000  0.432
   3.85492     -7.565843  0.000  0.000  0.434  0.000  0.000  0.000  0.000  0.000  0.000  0.434
   3.82607     -7.530567  0.000  0.000  0.434  0.000  0.000  0.000  0.000  0.000  0.000  0.434
   3.79721     -7.489893  0.000  0.000  0.434  0.000  0.000  0.000  0.000  0.000  0.000  0.434
   3.76836     -7.443912  0.000  0.000  0.434  0.000  0.000  0.000  0.000  0.000  0.000  0.434
   3.73950     -7.391929  0.000  0.000  0.434  0.000  0.000  0.000  0.000  0.000  0.000  0.434
   3.71065     -7.335115  0.000  0.000  0.434  0.000  0.000  0.000  0.000  0.000  0.000  0.434
   3.68179     -7.272926  0.000  0.000  0.436  0.000  0.000  0.000  0.000  0.000  0.000  0.436
   3.65294     -7.205775  0.000  0.000  0.436  0.000  0.000  0.000  0.000  0.000  0.000  0.436
   3.62408     -7.133126  0.000  0.000  0.436  0.000  0.000  0.000  0.000  0.000  0.000  0.436
   3.59523     -7.055227  0.000  0.000  0.436  0.000  0.000  0.000  0.000  0.000  0.000  0.436
   3.56637     -6.972042  0.000  0.000  0.438  0.000  0.000  0.000  0.000  0.000  0.000  0.438
   3.53752     -6.883642  0.000  0.000  0.438  0.000  0.000  0.000  0.000  0.000  0.000  0.438
   3.50866     -6.790205  0.000  0.000  0.438  0.000  0.000  0.000  0.000  0.000  0.000  0.438
   3.47981     -6.691664  0.000  0.000  0.440  0.000  0.000  0.000  0.000  0.000  0.000  0.440
   3.45095     -6.588062  0.000  0.000  0.440  0.000  0.000  0.000  0.000  0.000  0.000  0.440
   3.42209     -6.479482  0.000  0.000  0.442  0.000  0.000  0.000  0.000  0.000  0.000  0.442
   3.39324     -6.365910  0.000  0.000  0.442  0.000  0.000  0.000  0.000  0.000  0.000  0.442
   3.36438     -6.411555  0.176  0.420  0.000  0.190  0.000  0.000  0.000  0.000  0.000  0.788
   3.33553     -6.622754  0.186  0.410  0.000  0.190  0.000  0.000  0.000  0.000  0.000  0.786
   3.30667     -6.833774  0.198  0.400  0.000  0.188  0.000  0.000  0.000  0.000  0.000  0.784
   3.27782     -7.044628  0.208  0.390  0.000  0.186  0.000  0.000  0.000  0.000  0.000  0.782
   3.24896     -7.253943  0.218  0.380  0.000  0.184  0.000  0.000  0.000  0.000  0.000  0.782
   3.22011     -7.462489  0.228  0.370  0.000  0.182  0.000  0.000  0.000  0.000  0.000  0.780
   3.19125     -7.669765  0.238  0.360  0.000  0.180  0.000  0.000  0.000  0.000  0.000  0.778
   3.16240     -7.875474  0.248  0.350  0.000  0.178  0.000  0.000  0.000  0.000  0.000  0.778
   3.13354     -8.079693  0.258  0.340  0.000  0.176  0.000  0.000  0.000  0.000  0.000  0.776
   3.10469     -8.281842  0.268  0.332  0.000  0.174  0.000  0.000  0.000  0.000  0.000  0.774
   3.07583     -8.481650  0.278  0.322  0.000  0.172  0.000  0.000  0.000  0.000  0.000  0.774
   3.04698     -8.679168  0.288  0.312  0.000  0.170  0.000  0.000  0.000  0.000  0.000  0.772
   3.01812     -8.874516  0.298  0.304  0.000  0.168  0.000  0.000  0.000  0.000  0.000  0.770
   2.98927     -9.067051  0.308  0.294  0.000  0.166  0.000  0.000  0.000  0.000  0.000  0.770
   2.96041     -9.256919  0.318  0.286  0.000  0.164  0.000  0.000  0.000  0.000  0.000  0.768
   2.93156     -9.443889  0.328  0.278  0.000  0.162  0.000  0.000  0.000  0.000  0.000  0.768
   2.90270     -9.628125  0.338  0.268  0.000  0.160  0.000  0.000  0.000  0.000  0.000  0.766
   2.87385     -9.809163  0.346  0.260  0.000  0.158  0.000  0.000  0.000  0.000  0.000  0.764
   2.84499     -9.987360  0.356  0.252  0.000  0.156  0.000  0.000  0.000  0.000  0.000  0.764
   2.81614    -10.162393  0.364  0.244  0.000  0.154  0.000  0.000  0.000  0.000  0.000  0.762
   2.78728    -10.334400  0.374  0.236  0.000  0.152  0.000  0.000  0.000  0.000  0.000  0.762
   2.75843    -10.503153  0.382  0.226  0.000  0.150  0.000  0.000  0.000  0.000  0.000  0.760
   2.72957    -10.668621  0.392  0.220  0.000  0.148  0.000  0.000  0.000  0.000  0.000  0.760
   2.70072    -10.830726  0.400  0.212  0.000  0.146  0.000  0.000  0.000  0.000  0.000  0.758
   2.67186    -10.989436  0.410  0.204  0.000  0.144  0.000  0.000  0.000  0.000  0.000  0.758
   2.64300    -11.144709  0.418  0.196  0.000  0.142  0.000  0.000  0.000  0.000  0.000  0.756
   2.61415    -11.296504  0.426  0.188  0.000  0.140  0.000  0.000  0.000  0.000  0.000  0.756
   2.58529    -11.444788  0.434  0.182  0.000  0.138  0.000  0.000  0.000  0.000  0.000  0.754
   2.55644    -11.589636  0.442  0.174  0.000  0.136  0.000  0.000  0.000  0.000  0.000  0.754
   2.52758    -11.730664  0.450  0.168  0.000  0.134  0.000  0.000  0.000  0.000  0.000  0.752
   2.49873    -11.868270  0.458  0.160  0.000  0.132  0.000  0.000  0.000  0.000  0.000  0.752
   2.46987    -12.002212  0.466  0.154  0.000  0.132  0.000  0.000  0.000  0.000  0.000  0.750
   2.44102    -12.132633  0.472  0.146  0.000  0.130  0.000  0.000  0.000  0.000  0.000  0.750
   2.41216    -12.259203  0.480  0.140  0.000  0.128  0.000  0.000  0.000  0.000  0.000  0.748
   2.38331    -12.382128  0.488  0.134  0.000  0.126  0.000  0.000  0.000  0.000  0.000  0.748
   2.35445    -12.501365  0.494  0.128  0.000  0.124  0.000  0.000  0.000  0.000  0.000  0.746
   2.32560    -12.616766  0.500  0.122  0.000  0.122  0.000  0.000  0.000  0.000  0.000  0.746
   2.32560    -12.616766  0.500  0.122  0.000  0.122  0.000  0.000  0.000  0.000  0.000  0.746
   2.31117    -12.563370  0.496  0.116  0.000  0.132  0.000  0.000  0.000  0.000  0.000  0.746
   2.29674    -12.516934  0.492  0.112  0.000  0.142  0.000  0.000  0.000  0.000  0.000  0.746
   2.28232    -12.477866  0.484  0.106  0.000  0.154  0.000  0.000  0.000  0.000  0.000  0.744
   2.26789    -12.446293  0.476  0.102  0.000  0.166  0.000  0.000  0.000  0.000  0.000  0.742
   2.25346    -12.422185  0.466  0.098  0.000  0.178  0.000  0.000  0.000  0.000  0.000  0.740
   2.23903    -12.405420  0.454  0.094  0.000  0.188  0.000  0.000  0.000  0.000  0.000  0.738
   2.22460    -12.395387  0.444  0.092  0.000  0.200  0.000  0.000  0.000  0.000  0.000  0.736
   2.21018    -12.391584  0.432  0.090  0.000  0.210  0.000  0.000  0.000  0.000  0.000  0.732
   2.19575    -12.393355  0.420  0.088  0.000  0.220  0.000  0.000  0.000  0.000  0.000  0.728
   2.18132    -12.400075  0.408  0.088  0.000  0.230  0.000  0.000  0.000  0.000  0.000  0.726
   2.16689    -12.411064  0.396  0.088  0.000  0.238  0.000  0.000  0.000  0.000  0.000  0.722
   2.15247    -12.425544  0.386  0.088  0.000  0.244  0.000  0.000  0.000  0.000  0.000  0.718
   2.13804    -12.443116  0.376  0.088  0.000  0.250  0.000  0.000  0.000  0.000  0.000  0.716
   2.12361    -12.463197  0.368  0.088  0.000  0.256  0.000  0.000  0.000  0.000  0.000  0.712
   2.10918    -12.485329  0.360  0.090  0.000  0.262  0.000  0.000  0.000  0.000  0.000  0.710
   2.09476    -12.509187  0.352  0.090  0.000  0.266  0.000  0.000  0.000  0.000  0.000  0.708
   2.08033    -12.534277  0.344  0.090  0.000  0.270  0.000  0.000  0.000  0.000  0.000  0.704
   2.06590    -12.560373  0.338  0.092  0.000  0.272  0.000  0.000  0.000  0.000  0.000  0.702
   2.05147    -12.587219  0.332  0.092  0.000  0.276  0.000  0.000  0.000  0.000  0.000  0.700
   2.03705    -12.614586  0.328  0.092  0.000  0.278  0.000  0.000  0.000  0.000  0.000  0.698
   2.02262    -12.642303  0.322  0.094  0.000  0.280  0.000  0.000  0.000  0.000  0.000  0.696
   2.00819    -12.670200  0.318  0.094  0.000  0.282  0.000  0.000  0.000  0.000  0.000  0.694
